TrafficFactID,DateKey,AreaKey,RoadName,TrafficVolume,AverageSpeed,TravelTimeIndex,CongestionLevel,RoadCapacityUtilization,IncidentReports,EnvironmentalImpact,ParkingUsage
18,20220102,4,Jayanagar 4th Block,16676,53.52433334796224,1.1755885682822544,47.15579429351197,78.63350743415457,2,83.352,57.8218521335543
19,20220102,4,South End Circle,37509,51.5135098647949,1.5,100.0,100.0,1,125.018,55.80363202534581
20,20220102,2,Hebbal Flyover,6758,34.756123586657104,1.069280747964006,21.203699651426128,32.77504734397373,1,63.516,81.29299578571182
21,20220102,2,Ballari Road,30209,31.1468640313824,1.5,100.0,100.0,2,110.418,69.30513189003871
22,20220102,8,Yeshwanthpur Circle,20375,40.06999065341167,1.3379501243877818,58.38210538138319,100.0,0,90.75,81.4471423389942
23,20220102,8,Tumkur Road,15636,32.794298957181454,1.3105651842967987,48.93607080506035,82.48757325603566,1,81.27199999999999,55.15619344179663
24,20220103,3,100 Feet Road,23457,38.86905317091622,1.380024786820322,87.20214293875112,100.0,2,96.914,87.618726471884
25,20220103,3,CMH Road,38925,33.52942618497861,1.5,100.0,100.0,1,127.85,54.20534030574987
26,20220103,7,Marathahalli Bridge,9154,40.2261826942468,1.3788994309535434,40.23335460979075,48.30378185258941,0,68.30799999999999,77.92021248679025
27,20220103,7,ITPL Main Road,24968,36.72769056447677,1.2984179517061691,84.89404196860987,100.0,1,99.936,98.16112697203056
28,20220103,5,Sony World Junction,51459,27.326524371119504,1.5,100.0,100.0,0,152.918,94.51318919454582
29,20220103,5,Sarjapur Road,28481,36.50393786476208,1.5,100.0,100.0,2,106.962,58.130846967244565
30,20220103,4,Jayanagar 4th Block,10179,40.30824347895295,1.3949104517259778,26.938337822070565,51.83630715352135,0,70.358,91.91643523555688
31,20220104,3,100 Feet Road,46199,41.228499323474985,1.5,100.0,100.0,2,142.398,67.90813590164203
32,20220104,3,CMH Road,56242,52.55340842443204,1.5,100.0,100.0,0,162.48399999999998,81.01547756767323
33,20220104,7,Marathahalli Bridge,20450,24.607678222398995,1.3616634777974994,65.13177600713266,100.0,1,90.9,97.47603118288212
34,20220104,7,ITPL Main Road,13391,51.69672548830039,1.0303453312434656,37.21426110487965,63.23545838957772,0,76.782,59.09400421995724
35,20220104,5,Sony World Junction,28369,29.409745067661436,1.5,86.33738400847444,100.0,1,106.738,84.51974143146826
36,20220104,5,Sarjapur Road,31228,42.57507710047305,1.5,97.78375372046088,100.0,2,112.456,87.37354690668784
37,20220104,6,Trinity Circle,34180,37.03463635867223,1.5,100.0,100.0,0,118.36,66.37486760889573
38,20220104,6,Anil Kumble Circle,43569,40.38910043684659,1.5,100.0,100.0,1,137.138,67.80483629489231
39,20220104,4,Jayanagar 4th Block,16342,39.54830800668156,1.35870616985057,46.07800824656617,81.95511389570255,0,82.684,69.89277995228709
40,20220104,8,Yeshwanthpur Circle,19306,34.979532763712655,1.170174575446567,64.50554090702242,93.9540973241508,0,88.612,79.06191107113061
41,20220104,8,Tumkur Road,16012,39.23108130476851,1.1018562619055057,57.00338777781191,82.66227859889686,0,82.024,67.44341332714977
42,20220105,3,100 Feet Road,49952,50.80134095075202,1.5,100.0,100.0,2,149.904,83.25986103481
43,20220105,3,CMH Road,33970,20.0,1.5,100.0,100.0,1,117.94,77.17764305569943
44,20220105,7,ITPL Main Road,17018,57.473270552317246,1.2133844367905289,64.60451832768582,87.97597211224532,0,84.036,87.19731462863385
45,20220105,5,Sony World Junction,58920,25.21236284217693,1.5,100.0,100.0,2,167.84,77.13622216737981
46,20220105,5,Sarjapur Road,46963,34.44415329089545,1.5,100.0,100.0,2,143.926,78.25665917946044
47,20220105,4,Jayanagar 4th Block,18111,55.94191518470949,1.2365101742979716,58.35005407740261,86.10261638822031,0,86.22200000000001,66.6749585845572
48,20220105,4,South End Circle,22491,42.39264835108181,1.180975806453077,67.787140407596,100.0,0,94.982,68.11969495583165
49,20220105,2,Hebbal Flyover,38924,23.934740912583298,1.5,100.0,100.0,2,127.848,94.90271447203568
50,20220105,8,Yeshwanthpur Circle,25165,20.0,1.5,82.6985882720979,100.0,1,100.33,97.30577310668164
51,20220105,8,Tumkur Road,15871,57.71555094994159,1.0108383970013934,47.34277657199232,76.66574796588071,1,81.742,58.92723310271669
52,20220106,3,100 Feet Road,46556,46.59329803364248,1.5,100.0,100.0,2,143.112,51.32661019369099
53,20220106,3,CMH Road,22591,30.915387036364404,1.236117977005923,70.66460614979086,100.0,2,95.182,88.18028970798804
54,20220106,7,Marathahalli Bridge,20310,51.72257284413772,1.103155074173281,60.48712148145648,100.0,1,90.62,50.919533827373336
55,20220106,5,Sony World Junction,61024,44.82690983945514,1.5,100.0,100.0,2,172.048,52.34829833875276
56,20220106,5,Sarjapur Road,28153,21.483153943836665,1.5,98.22425143701824,100.0,4,106.306,63.11320221499125
57,20220106,6,Trinity Circle,12965,62.7080063563551,1.2753609585710943,41.91321343874159,62.28902033239107,2,75.93,68.04869484700134
58,20220106,6,Anil Kumble Circle,57145,45.62209850913712,1.5,100.0,100.0,1,164.29000000000002,51.9713405684253
59,20220106,4,South End Circle,40516,34.19584226291008,1.5,100.0,100.0,1,131.03199999999998,56.02834428886394
60,20220106,2,Hebbal Flyover,22893,46.965547765115744,1.127501001172828,78.82782752874019,100.0,2,95.786,93.73508363420996
61,20220106,2,Ballari Road,28470,20.0,1.5,97.4501092643674,100.0,3,106.94,55.52370565656973
62,20220106,8,Yeshwanthpur Circle,6965,47.3421473253652,1.1537306588638727,26.80961232052806,32.00753887865064,2,63.93,97.2366011145705
63,20220106,8,Tumkur Road,32668,51.21108557787716,1.5,100.0,100.0,1,115.336,67.5062629583365
64,20220107,3,100 Feet Road,24405,29.84255885002768,1.2371759739366812,82.95172415675621,100.0,2,98.81,93.10638086327252
65,20220107,3,CMH Road,25768,25.49316208594673,1.5,85.81084803490874,100.0,2,101.536,74.0293288663324
66,20220107,7,ITPL Main Road,34362,46.08703580582908,1.5,100.0,100.0,5,118.724,93.5921763872616
67,20220107,1,Silk Board Junction,12382,45.46436548156149,1.2527254108066672,36.46940495461653,63.25005703099611,0,74.764,88.05139512510141
68,20220107,6,Anil Kumble Circle,50214,36.94089992898308,1.5,100.0,100.0,0,150.428,81.04577588837385
69,20220107,4,Jayanagar 4th Block,21131,44.34249738927012,1.273318150642602,69.35472079420164,100.0,1,92.262,89.74047743749647
70,20220107,2,Hebbal Flyover,39110,23.53041371266561,1.5,100.0,100.0,2,128.22,94.70496018395671
71,20220107,2,Ballari Road,42022,34.7107511582513,1.5,100.0,100.0,5,134.04399999999998,80.8325157260369
72,20220108,3,100 Feet Road,36384,28.18948342525119,1.5,100.0,100.0,2,122.768,73.99694173585618
73,20220108,3,CMH Road,11033,44.5228864385802,1.096818006345011,46.5099185320096,51.589955429015134,0,72.066,77.98243417434571
74,20220108,7,Marathahalli Bridge,16390,34.37367222583899,1.2757859876549065,60.64506731551499,78.9515024424481,0,82.78,85.32378632434506
75,20220108,5,Sarjapur Road,65269,36.975996046924,1.5,100.0,100.0,2,180.538,57.97723400565942
76,20220108,1,Hosur Road,17926,66.42270358611864,1.2221454203750524,64.13736889877862,86.91454741331299,3,85.852,51.532625110290304
77,20220108,6,Trinity Circle,22876,65.01737102530136,1.2901030641660545,75.98671216182738,100.0,2,95.752,60.53310945028333
78,20220108,6,Anil Kumble Circle,49798,28.283766320619485,1.5,100.0,100.0,2,149.596,75.74086769648451
79,20220108,4,South End Circle,30323,27.919211338058588,1.5,93.69413988103364,100.0,1,110.646,75.98869742780089
80,20220108,8,Yeshwanthpur Circle,13356,65.76747983560841,1.3376681795876788,50.63340305900106,67.63354364396753,1,76.712,52.85434280446575
81,20220109,3,CMH Road,38748,38.46488475897993,1.5,100.0,100.0,2,127.496,85.23403813683234
82,20220109,7,ITPL Main Road,34188,25.82840194803964,1.5,100.0,100.0,4,118.376,84.47633755157806
83,20220109,5,Sony World Junction,32010,32.4761995653555,1.5,100.0,100.0,3,114.02,88.11425673883079
84,20220109,5,Sarjapur Road,13903,30.599491174057057,1.1584690766437022,50.25267746713058,68.40058101270346,0,77.806,61.363481363157575
85,20220109,6,Anil Kumble Circle,34831,20.0,1.5,100.0,100.0,5,119.662,82.37373570773015
86,20220109,4,South End Circle,14614,44.0166037320525,1.1139491607847691,44.85913263185906,76.10025897832664,0,79.22800000000001,85.80753371115968
87,20220109,2,Ballari Road,28195,38.19781934142537,1.5,95.3295777259114,100.0,4,106.39,80.08059100731656
88,20220110,3,100 Feet Road,43024,28.070948022040927,1.5,100.0,100.0,3,136.048,79.3304231587737
89,20220110,3,CMH Road,13224,61.23396562299045,1.218678965085628,38.71894192231952,65.02905995905515,0,76.44800000000001,56.821987627836656
90,20220110,5,Sony World Junction,31137,51.283966231285376,1.5,99.27321333119612,100.0,0,112.274,66.16857810577604
91,20220110,5,Sarjapur Road,60935,20.0,1.5,100.0,100.0,2,171.87,83.09195949246893
92,20220110,6,Trinity Circle,39508,20.8628550309502,1.5,100.0,100.0,4,129.01600000000002,57.62080066652087
93,20220110,6,Anil Kumble Circle,39400,33.47530163619456,1.5,100.0,100.0,0,128.8,68.00682037357595
94,20220110,4,Jayanagar 4th Block,28165,59.92999517432791,1.5,100.0,100.0,4,106.33,93.89871602225348
95,20220110,4,South End Circle,28609,26.015320182089628,1.5,92.28532786408904,100.0,2,107.218,74.35309594094679
96,20220110,2,Hebbal Flyover,18780,43.13028697014554,1.0103247627797949,55.30332578309645,98.53115111589172,0,87.56,65.59080665426298
97,20220110,2,Ballari Road,27100,39.17190464382564,1.5,81.5603258755467,100.0,1,104.2,84.75176144292766
98,20220110,8,Tumkur Road,16397,54.12435249259166,1.2495583345166552,55.1974959448997,81.2458338389037,0,82.794,59.73112559103825
99,20220111,3,100 Feet Road,11423,20.0,1.0076769107292227,33.272930841567344,59.71789823122136,0,72.846,50.60603873219466
100,20220111,3,CMH Road,10806,44.59911487343447,1.129870370756024,40.767141547756,53.79018129368767,0,71.612,89.25082719185284
101,20220111,7,Marathahalli Bridge,40629,28.94285076996661,1.5,100.0,100.0,2,131.25799999999998,86.87168843607428
102,20220111,5,Sony World Junction,14197,57.98811324847052,1.118614232515062,44.31739792825032,73.73153531181183,1,78.394,83.0151359850669
103,20220111,1,Hosur Road,13734,60.01333651955487,1.082274904878222,38.20772836318813,69.82012968038867,1,77.468,98.4244388797192
104,20220111,6,Trinity Circle,48585,38.592094004578406,1.5,100.0,100.0,1,147.17000000000002,80.64697912472627
105,20220111,4,South End Circle,35331,37.825799504882994,1.5,100.0,100.0,4,120.662,96.86940332485594
106,20220111,2,Ballari Road,31483,42.2361361917778,1.5,100.0,100.0,2,112.966,81.8145676989624
107,20220111,8,Yeshwanthpur Circle,24863,40.77188038914457,1.0816142538515594,83.9783656527124,100.0,1,99.726,77.71132570660083
108,20220112,3,CMH Road,37767,38.38720502869636,1.5,100.0,100.0,2,125.534,89.7098665638542
109,20220112,7,Marathahalli Bridge,29583,53.8661464608941,1.5,100.0,100.0,3,109.166,66.71191593480305
110,20220112,7,ITPL Main Road,14566,26.3346338292694,1.035440171871847,42.96557238755756,73.81225294063739,3,79.132,89.2825809040116
111,20220112,5,Sony World Junction,43533,23.803825667109887,1.5,100.0,100.0,0,137.066,75.90393831194078
112,20220112,1,Silk Board Junction,19320,20.0,1.0533919889663774,56.0120302751425,98.87939306973765,0,88.64,88.27564494955548
113,20220112,6,Trinity Circle,48094,26.075441606430964,1.5,100.0,100.0,1,146.188,88.83552784775907
114,20220112,4,Jayanagar 4th Block,21711,34.73359265264269,1.3599333382749088,62.806467935509794,100.0,1,93.422,70.93966595370807
115,20220112,2,Hebbal Flyover,31399,34.643585177025166,1.5,100.0,100.0,0,112.798,62.5483330670149
116,20220112,8,Tumkur Road,18517,45.86143883046375,1.1833202566114625,61.41725907593427,89.24274540163275,2,87.03399999999999,82.5486733575477
117,20220113,3,100 Feet Road,11371,51.02477209439482,1.1034483339552157,31.197460401979253,55.157150648714975,1,72.742,93.97909274757646
118,20220113,3,CMH Road,11938,37.64141550677165,1.363688082344624,40.56736929238761,59.6681250803429,0,73.876,69.02100037537812
119,20220113,5,Sarjapur Road,55123,36.1772121738091,1.5,100.0,100.0,3,160.24599999999998,60.1007834201245
120,20220113,6,Trinity Circle,52096,49.12220555415429,1.5,100.0,100.0,3,154.192,58.11167028912397
121,20220113,6,Anil Kumble Circle,26541,38.041929195534216,1.5,89.28587509971089,100.0,2,103.082,74.710622362515
122,20220113,4,South End Circle,17216,35.77589815501497,1.180140391562165,62.36319340593279,87.59147584881674,1,84.432,98.95524690075771
123,20220113,2,Ballari Road,19195,50.24264677643169,1.334816450097176,59.56885510242154,97.40381910058709,1,88.39,51.659467728121314
124,20220114,3,100 Feet Road,24545,51.50381788721268,1.224176252392176,74.0364560509363,100.0,3,99.09,71.12742141559723
125,20220114,5,Sony World Junction,56258,45.85982116175032,1.5,100.0,100.0,1,162.51600000000002,54.82672350977204
126,20220114,5,Sarjapur Road,32100,26.36048778579194,1.5,97.96285671956709,100.0,4,114.2,89.72891393500952
127,20220114,1,Hosur Road,6265,51.41930534961551,1.331714719726702,28.46291133897868,32.04272352048322,0,62.53,71.72979804293558
128,20220114,6,Trinity Circle,35956,42.82870243581346,1.5,100.0,100.0,2,121.912,87.17969580882799
129,20220114,6,Anil Kumble Circle,38339,20.0,1.5,100.0,100.0,1,126.678,50.38320163246127
130,20220114,4,South End Circle,28132,33.19510211068366,1.5,91.71363415807716,100.0,1,106.264,93.71112623425878
131,20220114,2,Hebbal Flyover,16393,29.158640569945103,1.363044401022622,58.92398622267046,83.04405214090704,0,82.786,91.05991412751132
132,20220114,8,Yeshwanthpur Circle,9696,37.8084668075758,1.0484100001940773,30.69895580374951,50.99178047808419,0,69.392,97.08628558094624
133,20220114,8,Tumkur Road,21620,52.58938600121948,1.349479437386538,76.54612777598854,100.0,1,93.24,50.5853305365452
134,20220115,3,100 Feet Road,20081,52.32649360729083,1.291669395019779,69.98249963850546,100.0,1,90.162,65.31567493891063
135,20220115,3,CMH Road,40722,28.06813172763581,1.5,100.0,100.0,3,131.44400000000002,57.12970720409544
136,20220115,5,Sony World Junction,13316,36.94129933503811,1.2708482558940035,46.50225165572048,65.2259372819754,0,76.632,84.41371178901186
137,20220115,1,Silk Board Junction,4901,41.381886607674325,1.0093408385312743,21.4609389456702,24.090230088818902,0,59.802,97.79594144776595
138,20220115,6,Anil Kumble Circle,45841,20.13722970049706,1.5,100.0,100.0,1,141.68200000000002,91.68249809687929
139,20220115,4,Jayanagar 4th Block,14041,52.47910256117534,1.2321870403974784,39.587267360247246,69.64543749202203,1,78.082,94.01573810744635
140,20220115,4,South End Circle,11644,29.970296716048463,1.0910998944412835,48.09391027664361,62.31454610937243,1,73.288,89.52548971374425
141,20220115,2,Ballari Road,29959,38.90522897565001,1.5,100.0,100.0,1,109.918,69.3270253411514
142,20220116,3,100 Feet Road,37666,35.895806812552486,1.5,100.0,100.0,4,125.332,75.52162445021162
143,20220116,3,CMH Road,33681,39.07052287124535,1.5,100.0,100.0,2,117.362,99.89104278409891
144,20220116,5,Sarjapur Road,47091,46.82453826605304,1.5,100.0,100.0,1,144.18200000000002,70.37715155162154
145,20220116,6,Trinity Circle,44425,37.13293707372939,1.5,100.0,100.0,2,138.85,64.76452470239717
146,20220116,6,Anil Kumble Circle,50941,20.0,1.5,100.0,100.0,4,151.882,72.4674871019821
147,20220116,4,Jayanagar 4th Block,28429,40.054701591666266,1.5,95.81335268149112,100.0,1,106.858,64.21370464637583
148,20220116,4,South End Circle,8373,45.153789813721055,1.1104678231283598,32.04952974911433,37.49189621621866,1,66.746,65.81350748646534
149,20220116,2,Hebbal Flyover,29521,44.44971665388732,1.5,100.0,100.0,1,109.042,69.38244027278236
150,20220117,3,100 Feet Road,43778,45.58484543530325,1.5,100.0,100.0,1,137.55599999999998,75.02005728551006
151,20220117,3,CMH Road,11546,59.524675344707454,1.3288719547265693,45.49362668906458,54.84994054698659,1,73.092,83.89066001550222
152,20220117,7,ITPL Main Road,28643,27.38592456715195,1.5,89.46097216454773,100.0,1,107.286,75.7930951356164
153,20220117,5,Sony World Junction,14771,35.05650625391488,1.1971458337789789,47.32246161176405,74.16437678412095,0,79.542,98.1749620443794
154,20220117,6,Trinity Circle,13672,50.91814133741378,1.0480828916482303,40.88498999250545,63.53552363366629,0,77.344,67.40477965841441
155,20220117,4,South End Circle,38680,41.76966387339537,1.5,100.0,100.0,1,127.36,74.20385348551008
156,20220118,3,CMH Road,22675,39.021916135146405,1.0563211795570704,78.03160616465328,100.0,1,95.35,69.40828530634977
157,20220118,7,Marathahalli Bridge,24990,51.19926332395805,1.024881290465881,76.2460608855794,100.0,2,99.98,62.09466470564446
158,20220118,5,Sony World Junction,43308,34.16966396507227,1.5,100.0,100.0,1,136.616,89.65714369983698
159,20220118,6,Anil Kumble Circle,30048,21.368259954071892,1.5,91.62163124054032,100.0,3,110.096,76.0729819360736
160,20220118,2,Hebbal Flyover,29980,50.62255131950422,1.5,90.17539566885549,100.0,2,109.96,66.08349948297743
161,20220118,2,Ballari Road,27611,38.38993685309247,1.5,87.81436544484997,100.0,2,105.222,69.622909311474
162,20220118,8,Yeshwanthpur Circle,25136,22.55168761781843,1.5,78.5946449245368,100.0,1,100.272,51.94649816628337
163,20220119,3,100 Feet Road,37647,61.34222043649959,1.5,100.0,100.0,4,125.294,74.87699260730511
164,20220119,3,CMH Road,24022,52.09641290505808,1.1637648287268072,86.29090495349169,100.0,3,98.044,76.95472763680044
165,20220119,7,ITPL Main Road,21972,45.34152417488025,1.3892312651889331,67.76250662499345,100.0,0,93.944,86.46723970439982
166,20220119,5,Sarjapur Road,32388,25.188344688603184,1.5,100.0,100.0,5,114.776,53.9227908158562
167,20220119,6,Trinity Circle,22823,52.92934853493107,1.285769665628497,81.25677231710529,100.0,2,95.646,84.86046909548185
168,20220119,6,Anil Kumble Circle,55355,28.82746813453077,1.5,100.0,100.0,5,160.70999999999998,69.02588549349473
169,20220119,4,Jayanagar 4th Block,35758,39.54795169642381,1.5,100.0,100.0,3,121.516,93.13202355745896
170,20220119,4,South End Circle,34084,26.372242359568794,1.5,100.0,100.0,2,118.168,91.64151883941356
171,20220119,2,Ballari Road,22499,29.849046570443495,1.1336199862675076,79.65064767847228,100.0,0,94.998,71.63834397996314
172,20220120,3,100 Feet Road,34920,21.739523139179617,1.5,100.0,100.0,1,119.84,53.3751273341911
173,20220120,3,CMH Road,34071,52.01521070420735,1.5,100.0,100.0,1,118.142,64.3730832448625
174,20220120,7,Marathahalli Bridge,9673,58.40461051790348,1.2594019280474753,27.59137389048416,43.51610684214475,1,69.346,80.50037085397429
175,20220120,5,Sony World Junction,29570,37.76793449325288,1.5,100.0,100.0,2,109.14,72.51271230714451
176,20220120,5,Sarjapur Road,56542,33.5907208572238,1.5,100.0,100.0,1,163.084,50.45270807901855
177,20220120,1,Silk Board Junction,12718,50.67941743075132,1.005498221604538,37.36085854072934,60.73406482993165,0,75.436,72.94702582984101
178,20220120,8,Yeshwanthpur Circle,23607,53.87290837266743,1.208579609666752,70.05917438667156,100.0,3,97.214,83.3231523763418
179,20220121,3,100 Feet Road,37614,36.84247913944103,1.5,100.0,100.0,1,125.228,75.13156213150653
180,20220121,3,CMH Road,32230,43.132051867479774,1.5,100.0,100.0,0,114.46,94.0845305921754
181,20220121,7,Marathahalli Bridge,21898,57.44679580736786,1.142754390068444,70.06911650806205,100.0,4,93.796,97.05604062668368
182,20220121,5,Sony World Junction,63687,39.82687887209213,1.5,100.0,100.0,2,177.374,84.69747952550784
183,20220121,6,Trinity Circle,12718,49.249661162475455,1.1417085308868862,34.50024302295999,60.81361304748171,0,75.436,52.88660796125586
184,20220121,6,Anil Kumble Circle,34242,20.0,1.5,100.0,100.0,1,118.484,93.5263483134692
185,20220121,4,Jayanagar 4th Block,18866,36.93932441250195,1.0825008455344611,60.72385413042719,98.28674777618778,0,87.732,50.90620205228649
186,20220121,2,Ballari Road,10280,62.586204841951336,1.3344470812828997,40.69443392468055,54.83326167787883,0,70.56,72.56470565146275
187,20220121,8,Yeshwanthpur Circle,13448,54.40696143822682,1.2167043857070252,54.18798290768184,62.90564727914222,1,76.896,71.67361163778172
188,20220121,8,Tumkur Road,17523,42.17153453822207,1.262691793888643,62.58531310458308,82.69863681876856,0,85.04599999999999,50.2656737834173
189,20220122,3,100 Feet Road,38113,42.89056687375519,1.5,100.0,100.0,1,126.226,58.49405030253676
190,20220122,3,CMH Road,38352,38.10591258872703,1.5,100.0,100.0,1,126.704,60.112709026226746
191,20220122,5,Sony World Junction,14092,60.19283923641769,1.3287323786341436,50.16354870614874,73.42241450541368,0,78.184,96.95342397251456
192,20220122,5,Sarjapur Road,26948,41.17874800464568,1.5,93.06604556254403,100.0,2,103.896,68.41736068971757
193,20220122,1,Silk Board Junction,18286,42.36551783917751,1.1292109383016375,68.91171707248665,95.31118188934036,0,86.572,91.2707832061974
194,20220122,6,Trinity Circle,56645,26.88742880862808,1.5,100.0,100.0,2,163.29000000000002,51.12129445810275
195,20220122,6,Anil Kumble Circle,28669,41.29749878398674,1.5,86.34209366708664,100.0,4,107.338,87.8365083534284
196,20220122,4,Jayanagar 4th Block,35174,40.60481398804936,1.5,100.0,100.0,6,120.348,83.87658069418424
197,20220122,8,Yeshwanthpur Circle,16461,61.85014278708509,1.0717424041156964,58.97278291141127,81.85671991733656,1,82.922,88.95512931978934
198,20220123,3,100 Feet Road,32690,31.874572628998354,1.5,100.0,100.0,3,115.38,71.16675720765987
199,20220123,3,CMH Road,25259,26.956842403400078,1.5,79.92705764520912,100.0,1,100.518,98.66913095824106
200,20220123,7,Marathahalli Bridge,33372,38.084501083315146,1.5,100.0,100.0,1,116.744,73.45536055237893
201,20220123,1,Silk Board Junction,14390,34.57955587756897,1.0930023968831324,40.560246231151375,69.51463061016766,0,78.78,60.52534698326715
202,20220123,6,Trinity Circle,11081,43.49895778414495,1.2253633457935416,43.01276447633617,51.77648488152743,0,72.162,81.19992427644912
203,20220123,6,Anil Kumble Circle,51532,28.644421585955968,1.5,100.0,100.0,4,153.064,99.47255654825284
204,20220123,4,South End Circle,25726,45.358252384175685,1.5,92.94922682956624,100.0,2,101.452,97.5722412831546
205,20220123,2,Ballari Road,34430,23.32220448732065,1.5,100.0,100.0,1,118.86,91.28554757803334
206,20220123,8,Yeshwanthpur Circle,22204,49.68315584939138,1.0700492560521413,77.46862562158267,100.0,2,94.408,93.53345170627588
207,20220124,3,100 Feet Road,12829,44.72668065893907,1.0160236476202775,38.5925516032092,61.22040936205703,0,75.658,73.31497064699094
208,20220124,3,CMH Road,45895,48.88337778208448,1.5,100.0,100.0,0,141.79000000000002,75.529037872978
209,20220124,7,Marathahalli Bridge,5915,62.24696649761108,1.3356721579921194,12.930258360903569,24.8247166211705,0,61.83,86.22991434238145
210,20220124,7,ITPL Main Road,37716,28.850495618516643,1.5,100.0,100.0,2,125.432,53.30825944172202
211,20220124,5,Sony World Junction,62021,36.958452470106856,1.5,100.0,100.0,5,174.042,98.1680160223019
212,20220124,5,Sarjapur Road,13360,41.07528893939127,1.1373546808710575,51.22476913844589,71.15484513527495,0,76.72,53.09042303446113
213,20220124,6,Trinity Circle,30151,31.277275157144008,1.5,100.0,100.0,4,110.302,83.17617969567262
214,20220124,4,Jayanagar 4th Block,24526,38.914102767603,1.0738529829389476,78.5954857506052,100.0,1,99.052,64.39726713379963
215,20220124,4,South End Circle,19822,46.05753791271481,1.1375830746230742,70.73333547778579,100.0,5,89.644,91.3275537095732
216,20220124,2,Hebbal Flyover,46065,41.02118320392484,1.5,100.0,100.0,1,142.13,64.81788067566441
217,20220124,8,Tumkur Road,7129,41.983661164647394,1.183171597773611,18.293765854055444,36.78470306325232,0,64.258,91.17761133059096
218,20220125,3,100 Feet Road,20961,20.0,1.336363484161163,64.29477392892129,100.0,2,91.922,96.6277439209656
219,20220125,3,CMH Road,24321,45.5330742059876,1.22487552442581,85.36506552887892,100.0,1,98.642,83.08888662358193
220,20220125,5,Sony World Junction,29069,32.112046973005135,1.5,93.99462033639774,100.0,2,108.138,57.84063526584029
221,20220125,1,Silk Board Junction,19060,42.440694383302464,1.373721645666996,71.86174422397465,96.65414356861908,3,88.12,86.57482320215695
222,20220125,6,Anil Kumble Circle,25628,38.09998983165555,1.5,92.31091317238952,100.0,2,101.256,63.5999302672178
223,20220125,2,Ballari Road,30220,31.63621336889596,1.5,100.0,100.0,0,110.44,81.13767016199205
224,20220125,8,Yeshwanthpur Circle,16992,40.24011397613632,1.3591858587391157,48.322553245187656,83.89103907559402,0,83.98400000000001,80.12247209832938
225,20220126,3,100 Feet Road,22812,43.93778506157989,1.0157567334771278,77.5189973213802,100.0,0,95.624,89.36859790746365
226,20220126,7,ITPL Main Road,25420,32.32358909101207,1.5,82.22777274348087,100.0,0,100.84,90.2824402681671
227,20220126,5,Sony World Junction,47525,31.30792799552554,1.5,100.0,100.0,1,145.05,66.72005894943743
228,20220126,1,Silk Board Junction,10387,31.54416599895034,1.163382232563393,38.21727767000024,47.50180432165835,0,70.774,59.67176714782413
229,20220126,6,Trinity Circle,23066,39.98597853114363,1.2689535373166814,83.40796035763238,100.0,2,96.132,83.56354126145663
230,20220126,8,Tumkur Road,17057,62.66655489291436,1.1709945816361071,53.46236001670836,85.92731816684535,1,84.114,91.1636606340015
231,20220127,3,100 Feet Road,50653,27.757534679416597,1.5,100.0,100.0,0,151.30599999999998,83.69194491350024
232,20220127,3,CMH Road,30838,53.27680982949696,1.5,98.31178722094428,100.0,2,111.676,60.93569444532696
